norad,name,date,sma,ecc,ecc2,incl,raan,country,owner,users,purpose,perigee,apogee,mass,launch_date,lifetime,contractor,contractor_country,launch_site,launch_vehicle
36499,ECHOSTAR 14,4/20/2013,42161840,0.00005,0,0.0307,244.89,USA,"Echostar Technologies, LLC",Commercial,Comms,35785.00,35789.00,6384.00,3/20/2010,15 yrs.,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton M
36516,SES 1,4/27/2012,42165956,0.00014,0,0.0545,72.78,USA,SES World Skies (SES [Soci�t� Europ�enne des Satellites (SES)]),Commercial,Comms,35781.00,35793.00,,4/24/2010,15 yrs.,Orbital Sciences Corp.,USA,Baikonur Cosmodrome,Proton M
36792,ECHOSTAR 15,6/12/2013,42126220,0.00017,0,0.0339,11.2,USA,"Echostar Technologies, LLC",Commercial,Comms,35789.00,35803.00,5521.00,7/10/2010,15 yrs.,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton M
37188,GLOBALSTAR M079,7/23/2012,7791725.5,0.00006,0,52.0043,85.44,USA,Globalstar,Commercial,Comms,1413.00,1414.00,700.00,10/19/2010,15 yrs.,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz-Fregat
37189,GLOBALSTAR M074,5/22/2013,7791740.5,0.00013,0,52.0011,242.83,USA,Globalstar,Commercial,Comms,1413.00,1415.00,700.00,10/19/2010,15 yrs.,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz-Fregat
37190,GLOBALSTAR M076,7/17/2012,7791723.5,0.00019,0,52.0026,100.29,USA,Globalstar,Commercial,Comms,1412.00,1415.00,700.00,10/19/2010,15 yrs.,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz-Fregat
37191,GLOBALSTAR M077,4/8/2012,7791686.5,0.00006,0,52.0104,2.98,USA,Globalstar,Commercial,Comms,1413.00,1414.00,700.00,10/19/2010,15 yrs.,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz-Fregat
37192,GLOBALSTAR M075,5/30/2013,7791757.5,0.00013,0,51.9987,262.96,USA,Globalstar,Commercial,Comms,1413.00,1415.00,700.00,10/19/2010,15 yrs.,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz-Fregat
37193,GLOBALSTAR M073,11/27/2012,7791700.5,0.00006,0,52.0089,12.16,USA,Globalstar,Commercial,Comms,1413.00,1414.00,700.00,10/19/2010,15 yrs.,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz-Fregat
37207,BSAT-3B,5/30/2013,42166640,0.0326,0,0.045,323.6,Japan,Broadcasting Satellite System Corp.,Commercial,Comms,33066.00,35725.00,2060.00,10/28/2010,15 yrs.,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 5 ECA
37237,HYLAS 1,8/19/2014,42166708,0.00039,0,0.0344,32.46,United Kingdom,"Avanti Communications, PLC",Commercial,Comms,35770.00,35803.00,2242.00,11/26/2010,15 yrs.,EADS Astrium,France,Guiana Space Center,Ariane 5
37739,GLOBALSTAR M083,8/17/2012,7789646.5,0.00006,0,51.9861,279.61,USA,Globalstar,Commercial,Comms,1413.00,1414.00,700.00,7/13/2011,15 yrs.,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz 2.1a
37740,GLOBALSTAR M088,11/25/2012,7791745,0.00019,0,51.9746,246.14,USA,Globalstar,Commercial,Comms,1412.00,1415.00,700.00,7/13/2011,15 yrs.,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz 2.1a
37741,GLOBALSTAR M091,8/6/2014,7791787.5,0.00013,0,51.9995,116.91,USA,Globalstar,Commercial,Comms,1413.00,1415.00,700.00,7/13/2011,15 yrs.,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz 2.1a
37742,GLOBALSTAR M085,9/20/2012,7791726.5,0.00013,0,51.9891,354.1,USA,Globalstar,Commercial,Comms,1413.00,1415.00,700.00,7/13/2011,15 yrs.,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz 2.1a
37743,GLOBALSTAR M081,8/11/2012,7791667.5,0.00019,0,51.9952,119.06,USA,Globalstar,Commercial,Comms,1412.00,1415.00,700.00,7/13/2011,15 yrs.,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz 2.1a
37744,GLOBALSTAR M089,6/10/2012,7791732,0.00013,0,51.9954,261.39,USA,Globalstar,Commercial,Comms,1413.00,1415.00,700.00,7/13/2011,15 yrs.,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz 2.1a
37748,SES 3,6/21/2012,42165756,0.00002,0,0.0575,270.23,USA,SES World Skies (SES [Soci�t� Europ�enne des Satellites (SES)]),Commercial,Comms,35850.00,35852.00,3112.00,7/15/2011,15 yrs.,Orbital Sciences Corp.,USA,Baikonur Cosmodrome,Proton M
37776,BSAT-3C,8/22/2014,42167452,0.00004,0,0.0286,284.2,Japan,Broadcasting Satellite System Corp./Sky Perfect JSAT Corporation,Commercial,Comms,35784.00,35787.00,2910.00,8/6/2011,15 yrs.,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 5 ECA
37826,QUETZSAT 1,10/19/2012,42163896,0.00029,0,0.008,325.17,USA,SES World Skies (SES [Soci�t� Europ�enne des Satellites (SES)]) -- total capacity leased to subsidiary of EchoStar Corp.,Commercial,Comms,35774.00,35798.00,5514.00,9/29/2011,15+ yrs.,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton M
37836,EUTELSAT W3C,11/14/2011,42154360,0.00019,0,0.0945,65.1,Multinational,Eutelsat S.A.,Commercial,Comms,35779.00,35795.00,5400.00,10/7/2011,,Thales Alenia Space,France,Xichang Satellite Launch Center,Long March 3B
37843,VIASAT 1,11/21/2011,42164616,0.00025,0,0.0037,202.35,USA,"ViaSat, Inc.",Commercial,Comms,35775.00,35796.00,6740.00,10/19/2011,15 yrs.,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton M
37933,ASIASAT 7,7/8/2013,42241876,0.00013,0,0.2524,82.24,China,Asia Satellite Telecommunications Co. Ltd.,Commercial,Comms,35782.00,35793.00,3813.00,11/25/2011,15 yrs.,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton M
38040,GLOBALSTAR M084,4/20/2013,7791726,0.00006,0,52.0006,248.38,USA,Globalstar,Commercial,Comms,1413.00,1414.00,700.00,12/28/2011,15 yrs.,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz 2.1a/Fregat
38041,GLOBALSTAR M080,8/10/2012,7791744,0.00006,0,52.01,300.3,USA,Globalstar,Commercial,Comms,1413.00,1414.00,700.00,12/28/2011,15 yrs.,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz 2.1a/Fregat
38042,GLOBALSTAR M082,7/25/2012,7758210.5,0.00006,0,52.011,303.98,USA,Globalstar,Commercial,Comms,1413.00,1414.00,700.00,12/28/2011,15 yrs.,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz 2.1a/Fregat
38043,GLOBALSTAR M092,7/31/2014,7791725,0.00006,0,52.0092,310.85,USA,Globalstar,Commercial,Comms,1413.00,1414.00,700.00,12/28/2011,15 yrs.,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz 2.1a/Fregat
38044,GLOBALSTAR M090,7/14/2012,7789804.5,0.00006,0,51.9895,337.5,USA,Globalstar,Commercial,Comms,1413.00,1414.00,700.00,12/28/2011,15  yrs.,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz 2.1a/Fregat
38045,GLOBALSTAR M086,7/19/2012,7791799.5,0.00006,0,51.9917,319.59,USA,Globalstar,Commercial,Comms,1413.00,1414.00,700.00,12/28/2011,15 yrs.,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz 2.1a/Fregat
38107,APSTAR 7,7/30/2014,42164828,0.00012,0,0.0431,65.48,China,APT Satellite Holdings Ltd.,Commercial,Comms,35864.00,35874.00,5054.00,3/31/2012,15 yrs.,Thales Alenia Space,France/Italy,Xichang Satellite Launch Center,Long March 3B
38356,INTELSAT 19,6/20/2013,42164360,0.00039,0,0.0257,8.16,USA,"Intelsat, Ltd.",Commercial,Comms,35768.00,35801.00,5600.00,6/1/2012,15 yrs.,Space Systems/Loral,USA,Sea Launch (Odyssey),Zenit
38709,EXACTVIEW-1,1/31/2014,7191186,0.00104,0,98.9533,319.43,Canada,exactEarth,Commercial,Comms,806.00,821.00,100.00,7/22/2012,,Surrey Satellite Technologies Ltd.,United Kingdom,Baikonur Cosmodrome,Soyuz-Fregat
38978,YAMAL 300K,12/27/2012,42165804,0.00204,0,0.1266,129.07,Russia,Gaxprom Space Systems,Commercial,Comms,35694.00,35866.00,1640.00,11/2/2012,,OAO Reseteneva,Russia,Baikonur Cosmodrome,Proton M
39008,ECHOSTAR 16,12/29/2012,42154852,0.00024,0,0.0443,276.67,USA,"Echostar Technologies, LLC",Commercial,Comms,35776.00,35796.00,6658.00,11/20/2012,15 yrs.,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton M
39072,GLOBALSTAR M097,5/13/2013,7758005,0.00135,0,52.0146,49.46,USA,Globalstar,Commercial,Comms,1370.00,1391.00,700.00,2/6/2013,15 yrs.,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz.2.1a/Fregat
39073,GLOBALSTAR M093,5/14/2013,7655827.5,0.00019,0,51.9911,41.9,USA,Globalstar,Commercial,Comms,1412.00,1415.00,700.00,2/6/2013,15 yrs.,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz.2.1a/Fregat
39074,GLOBALSTAR M094,8/21/2013,7788383,0.00006,0,51.9977,10.47,USA,Globalstar,Commercial,Comms,1413.00,1414.00,700.00,2/6/2013,15 yrs.,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz.2.1a/Fregat
39075,GLOBALSTAR M096,6/18/2013,7759082.5,0.00006,0,52.0045,248.84,USA,Globalstar,Commercial,Comms,1413.00,1414.00,700.00,2/6/2013,15 yrs.,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz.2.1a/Fregat
39078,AMAZONAS 3,4/10/2013,42033816,0.00012,0,0.026,211.87,Spain,Hispamar (subsidiary of Hispasat - Spain),Commercial,Comms,35781.00,35791.00,6265.00,2/7/2013,15 yrs.,Space Systems/Loral,USA,Guiana Space Center,Ariane 5 ECA
39157,CHINASAT 11,8/16/2014,42164588,0.00014,0,0.0697,280.11,China,China Satellite Communication Corp. (China Satcom),Commercial,Comms,35781.00,35793.00,5100.00,5/1/2013,15 yrs.,China Aerospace Science and Technology Corp. (CASC),China,Xichang Satellite Launch Center,Long March 3B
39360,SIRIUS FM-6,10/3/2014,42165180,0.00007,0,0.022,67.36,USA,Sirius XM Holdings,Commercial,Comms,35785.00,35791.00,6020.00,10/25/2013,15 yrs.,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton M
39460,SES 8,12/11/2013,64166732,0.00021,0.34,1.1883,242.32,USA,SES World Skies (SES [Soci�t� Europ�enne des Satellites (SES)]),Commercial,Comms,35777.00,35795.00,3138.00,12/3/2013,15 yrs.,Orbital Sciences Corp.,USA,Cape Canaveral,Falcon 9
39487,EXPRESS AM-5,3/7/2014,42132916,0.00618,0,0.0708,324.7,Russia,Russian Satellite Communications Company (Intersputnik),Commercial,Comms,35420.00,35940.00,3400.00,12/26/2013,15 yrs.,OAO-ISS,Russia,Baikonur Cosmodrome,Proton M
40087,ORBCOMM FM 107,10/4/2014,7060688.5,0.00844,0.01,47.0071,26.22,USA,ORBCOMM Inc.,Commercial,Comms,620.00,739.00,172.00,7/14/2014,5+ yrs.,Boeing Corp./Sierra Nevada Corp.,USA,Cape Canaveral,Falcon 9
40088,ORBCOMM FM 106,9/15/2014,7063463,0.00851,0.01,47.0072,114.72,USA,ORBCOMM Inc.,Commercial,Comms,620.00,740.00,172.00,7/14/2014,5+ yrs.,Boeing Corp./Sierra Nevada Corp.,USA,Cape Canaveral,Falcon 9
40089,ORBCOMM FM 111,10/2/2014,7056790,0.00858,0.01,47.0095,33.67,USA,ORBCOMM Inc.,Commercial,Comms,619.00,740.00,172.00,7/14/2014,5+ yrs.,Boeing Corp./Sierra Nevada Corp.,USA,Cape Canaveral,Falcon 9
40090,ORBCOMM FM 104,9/15/2014,7064038.5,0.00865,0.01,47.0045,115.82,USA,ORBCOMM Inc.,Commercial,Comms,619.00,741.00,172.00,7/14/2014,5+ yrs.,Boeing Corp./Sierra Nevada Corp.,USA,Cape Canaveral,Falcon 9
40091,ORBCOMM FM 103,9/14/2014,7067931.5,0.00858,0.01,47.0084,122.07,USA,ORBCOMM Inc.,Commercial,Comms,620.00,741.00,172.00,7/14/2014,5+ yrs.,Boeing Corp./Sierra Nevada Corp.,USA,Cape Canaveral,Falcon 9
23788,GONETS D1 2,6/14/2013,7788291.5,0.00039,0,82.5693,103.73,Russia,Gonets Satcom,Commercial/Government,Comms,1407.00,1413.00,240.00,2/19/1996,3 yrs.,NPO PM,Russia,Plesetsk Cosmodrome,Tsyklon 3
37153,STRELA 3,7/1/2012,7881818.5,0.00083,0,82.4583,14.62,Russia,Gonets Satcom,Commercial/Government,Comms,1497.00,1510.00,270.00,9/8/2010,5-7 yrs.,M.F.�Reshetnev Information Satellite Systems,Russia,Plesetsk Cosmodrome,Rokot
38734,GONETS M 03,11/1/2013,7872782,0.00203,0,82.4731,69.36,Russia,Gonets Satcom,Commercial/Government,Comms,1478.00,1510.00,270.00,7/28/2012,5-7 yrs.,M.F.�Reshetnev Information Satellite Systems,Russia,Plesetsk Cosmodrome,Rokot
38736,GONETS M 04,6/14/2013,7872603.5,0.00197,0,82.477,157.05,Russia,Gonets Satcom,Commercial/Government,Comms,1480.00,1511.00,270.00,7/28/2012,5-7 yrs.,M.F.�Reshetnev Information Satellite Systems,Russia,Plesetsk Cosmodrome,Rokot
39249,GONETS M 05,10/14/2013,7880881,0.00159,0,82.4869,349.15,Russia,Gonets Satcom,Commercial/Government,Comms,1482.00,1507.00,270.00,9/11/2013,5-7 yrs.,M.F.�Reshetnev Information Satellite Systems,Russia,Plesetsk Cosmodrome,Rokot
40061,GONETS M 08 (M18),9/29/2014,7868223.5,0.00197,0,82.5099,85,Russia,Gonets Satcom,Commercial/Government,Comms,1479.00,1510.00,280.00,7/3/2014,5-7 yrs.,M.F.�Reshetnev Information Satellite Systems,Russia,Plesetsk Cosmodrome,Rokot
40062,GONETS M 09 (M19),9/21/2014,7874046,0.00203,0,82.5093,90.02,Russia,Gonets Satcom,Commercial/Government,Comms,1480.00,1512.00,280.00,7/3/2014,5-7 yrs.,M.F.�Reshetnev Information Satellite Systems,Russia,Plesetsk Cosmodrome,Rokot
40063,GONETS M 10 (M20),8/21/2014,7872402.5,0.00197,0,82.5104,109.2,Russia,Gonets Satcom,Commercial/Government,Comms,1478.00,1509.00,280.00,7/3/2014,5-7 yrs.,M.F.�Reshetnev Information Satellite Systems,Russia,Plesetsk Cosmodrome,Rokot
19548,TDRS 3,7/27/2012,42167624,0.00219,0,13.7405,27.8,USA,National Aeronautics and Space Administration (NASA),Government,Comms,35693.00,35878.00,3180.00,9/29/1988,10 yrs.,TRW Defense and Space Systems Group,USA,Cape Canaveral,Space Shuttle (STS 26)
23613,TDRS 7,12/13/2013,42163916,0.00043,0,13.9207,29.47,USA,National Aeronautics and Space Administration (NASA),Government,Comms,35767.00,35803.00,3180.00,7/13/1995,10 yrs.,TRW Defense and Space Systems Group,USA,Cape Canaveral,Space Shuttle (STS 70)
26388,TDRS 8,6/8/2013,42167036,0.00047,0,4.7231,71.74,USA,National Aeronautics and Space Administration (NASA),Government,Comms,35768.00,35808.00,3180.00,6/30/2000,11 yrs.,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 2A
27298,INSAT 3C,11/27/2012,42164868,0.00053,0,0.1466,88.74,India,Indian Space Research Organization (ISRO),Government,Comms,35764.00,35809.00,2750.00,1/23/2002,12 yrs.,ISRO Satellite Center,India,Guiana Space Center,Ariane 4
27389,TDRS 9,8/29/2014,42167424,0.00049,0,3.1281,97,USA,National Aeronautics and Space Administration (NASA),Government,Comms,35768.00,35809.00,3180.00,3/8/2002,11 yrs.,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 2A
28058,CHUANG XIN 1 (CZ-1),7/1/2012,7116968,0.00134,0,98.4436,287.2,China,Chinese Academy of Sciences,Government,Comms,729.00,748.00,100.00,10/21/2003,,China Academy of Sciences,China,Taiyuan Launch Center,Long March 3B
28911,INSAT 4A,5/16/2013,42164500,0.00023,0,0.0869,86.57,India,Indian Space Research Organization (ISRO),Government,Comms,35777.00,35796.00,3100.00,12/21/2005,12 yrs.,ISRO Satellite Center,India,Guiana Space Center,Ariane 5G
30793,INSAT 4B,7/18/2012,42165812,0.00061,0,0.002,323.29,India,Indian Space Research Organization (ISRO),Government,Comms,35760.00,35811.00,3028.00,3/11/2007,,Indian Space Research Organization (ISRO),India,Guiana Space Center,Ariane 5 ECA
32050,INSAT 4CR,8/12/2013,42164528,0.0001,0,0.1054,84.27,India,Indian Space Research Organization (ISRO),Government,Comms,37782.00,37791.00,2130.00,9/2/2007,12 yrs.,Indian Space Research Organization (ISRO),India,Satish Dhawan Space Center,GSLV F04
32767,VINASAT 1,8/30/2012,42164760,0.00011,0,0.0525,287.87,Vietnam,Vietnamese Posts and Telecommunications Group (VNPT),Government,Comms,35782.00,35791.00,2600.00,4/18/2008,15 yrs.,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 5 ECA
32779,CTDRS,5/29/2013,42165208,0.00052,0,0.0276,349.53,China,Chinese Academy of Space Technology (CAST),Government,Comms,35769.00,35813.00,3750.00,4/25/2008,,Chinese Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 3C
36830,NILESAT 201,3/31/2013,42164312,0.00021,0,0.0408,179.78,Egypt,Egyptian Radio and TV Union,Government,Comms,35795.00,35813.00,3200.00,8/4/2010,15 yrs.,Thales Alenia Space,France,Guiana Space Center,Ariane 5
37737,TIANLIAN 1-02,4/5/2013,42163604,0.00018,0,0.0763,268.06,China,Chinese Academy of Space Technology (CAST),Government,Comms,37778.00,37794.00,2250.00,7/11/2011,,Chinese Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 3C
37951,LUCH 5A,12/27/2012,42180632,0.00018,0,4.0863,262.23,Russia,Russian Federal Space Agency,Government,Comms,35778.00,35793.00,950.00,12/11/2011,,ISS Reshetnev/Thales Alenia Space,Russia/France,Baikonur Cosmodrome,Proton M
38730,TIANLIAN 1-03,7/2/2013,42163008,0.0004,0,1.3545,271.52,China,Chinese Academy of Space Technology (CAST),Government,Comms,35768.00,35802.00,2200.00,7/25/2012,,Chinese Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 3C
38779,GSAT 10,5/31/2013,42165080,0.00021,0,0.0812,93.03,India,Indian Space Research Organization (ISRO),Government,Comms,35777.00,35795.00,3400.00,9/28/2012,15 yrs.,Indian Space Research Organization (ISRO),India,Guiana Space Center,Ariane 5
39017,CHINASAT 15A,5/16/2013,42056152,0.00057,0,0.0551,264.15,China,China Satellite Communication Corp. (China Satcom),Government,Comms,35759.00,35807.00,5500.00,11/27/2012,,Thales Alenia Space,France,Xichang Satellite Launch Center,Long March 3B
39481,TKSAT 1,9/4/2014,42165308,0.00031,0,0.006,107.42,Bolivia,Bolivia Aerospace Bureau,Government,Comms,35773.00,35799.00,5000.00,12/20/2013,,Chinese Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 3B
39498,GSAT 14,10/2/2014,42164744,0.00056,0,0.024,273.16,India,Indian Space Research Organization (ISRO),Government,Comms,35763.00,35810.00,1982.00,1/5/2014,12 yrs.,Indian Space Research Organization (ISRO),India,Satish Dhawan Space Center,GSLV
21639,TDRS 5,8/10/2012,42162476,0.00027,0,12.2227,41.78,USA,SES Americom (SES [Soci�t� Europ�enne des Satellites (SES)]),Government/Commercial,Comms,35773.00,35796.00,3180.00,8/2/1991,10 yrs.,TRW Defense and Space Systems Group,USA,Cape Canaveral,Space Shuttle (STS 43)
22314,TDRS 6,3/21/2013,42164112,0.00017,0,12.0292,41.93,USA,NASA/SES Americom (SES [Soci�t� Europ�enne des Satellites (SES)]),Government/Commercial,Comms,35773.00,35787.00,3180.00,1/13/1993,10 yrs.,TRW Defense and Space Systems Group,USA,Cape Canaveral,Space Shuttle (STS 54)
24792,IRIDIUM 8,10/3/2014,7155781,0.00021,0,86.4012,12.03,USA,Iridium Satellite LLC,Government/Commercial,Comms,776.00,779.00,689.00,5/5/1997,8 yrs.,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920
24793,IRIDIUM 7,6/5/2014,7155803.5,0.00021,0,86.3985,62.42,USA,Iridium Satellite LLC,Government/Commercial,Comms,776.00,779.00,689.00,5/5/1997,8 yrs.,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920
24795,IRIDIUM 5,3/10/2014,7155807.5,0.00021,0,86.3923,98.8,USA,Iridium Satellite LLC,Government/Commercial,Comms,776.00,779.00,689.00,5/5/1997,8 yrs.,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920
24794,IRIDIUM 6,9/20/2014,7155824.5,0.00028,0,86.4009,17.63,USA,Iridium Satellite LLC,Government/Commercial,Comms,776.00,780.00,689.00,5/6/1997,8 yrs.,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920
24837,IRIDIUM 12,7/16/2014,7155812,0.00021,0,86.3949,76.1,USA,Iridium Satellite LLC,Government/Commercial,Comms,776.00,779.00,689.00,6/18/1997,8 yrs.,Motorola Satellite Communications Group,USA,Baikonur Cosmodrome,Proton K
24839,IRIDIUM 10,3/7/2014,7155768.5,0.00021,0,86.3979,131.14,USA,Iridium Satellite LLC,Government/Commercial,Comms,776.00,779.00,689.00,6/18/1997,8 yrs.,Motorola Satellite Communications Group,USA,Baikonur Cosmodrome,Proton K
24840,IRIDIUM 13,3/7/2014,7155794,0.00028,0,86.3974,131.44,USA,Iridium Satellite LLC,Government/Commercial,Comms,776.00,780.00,689.00,6/18/1997,8 yrs.,Motorola Satellite Communications Group,USA,Baikonur Cosmodrome,Proton K
24869,IRIDIUM 15,9/22/2012,7155851.5,0.00021,0,86.3969,24.67,USA,Iridium Satellite LLC,Government/Commercial,Comms,776.00,779.00,689.00,7/9/1997,8 yrs.,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920
24872,IRIDIUM 18,3/21/2014,7155764,0.00021,0,86.4014,156.92,USA,Iridium Satellite LLC,Government/Commercial,Comms,776.00,779.00,689.00,7/9/1997,8 yrs.,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920
24904,IRIDIUM 25,1/10/2014,7155814,0.00021,0,86.3943,60.07,USA,Iridium Satellite LLC,Government/Commercial,Comms,776.00,779.00,689.00,8/21/1997,8 yrs.,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920
24905,IRIDIUM 46,4/7/2014,7155866,0.00021,0,86.4028,24.12,USA,Iridium Satellite LLC,Government/Commercial,Comms,776.00,779.00,689.00,8/21/1997,8 yrs.,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920
24906,IRIDIUM 23,9/18/2014,7155808.5,0.00021,0,86.3976,314.99,USA,Iridium Satellite LLC,Government/Commercial,Comms,776.00,779.00,689.00,8/21/1997,8 yrs.,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920
24907,IRIDIUM 22,3/14/2014,7155799.5,0.00021,0,86.3995,34.12,USA,Iridium Satellite LLC,Government/Commercial,Comms,776.00,779.00,689.00,8/21/1997,8 yrs.,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920
24945,IRIDIUM 32,10/10/2014,7155754.5,0.00021,0,86.3974,337.58,USA,Iridium Satellite LLC,Government/Commercial,Comms,776.00,779.00,689.00,9/14/1997,8 yrs.,Motorola Satellite Communications Group,USA,Baikonur Cosmodrome,Proton K
24949,IRIDIUM 30,1/10/2014,7155805.5,0.00021,0,86.3973,91.82,USA,Iridium Satellite LLC,Government/Commercial,Comms,776.00,779.00,689.00,9/14/1997,8 yrs.,Motorola Satellite Communications Group,USA,Baikonur Cosmodrome,Proton K
24950,IRIDIUM 31,9/21/2014,7155805.5,0.00021,0,86.4006,346.03,USA,Iridium Satellite LLC,Government/Commercial,Comms,776.00,779.00,689.00,9/14/1997,8 yrs.,Motorola Satellite Communications Group,USA,Baikonur Cosmodrome,Proton K
24965,IRIDIUM 19,10/7/2014,7155806,0.00021,0,86.4013,10.33,USA,Iridium Satellite LLC,Government/Commercial,Comms,776.00,779.00,689.00,9/27/1997,8 yrs.,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920
24966,IRIDIUM 35,9/19/2014,7155808.5,0.00021,0,86.4007,17.84,USA,Iridium Satellite LLC,Government/Commercial,Comms,776.00,779.00,689.00,9/27/1997,8 yrs.,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920
24969,IRIDIUM 34,1/6/2014,7155802,0.00021,0,86.3996,124.96,USA,Iridium Satellite LLC,Government/Commercial,Comms,776.00,779.00,689.00,9/27/1997,8 yrs.,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920
25039,IRIDIUM 43,12/3/2012,7155834,0.00021,0,86.393,354.88,USA,Iridium Satellite LLC,Government/Commercial,Comms,776.00,779.00,689.00,11/9/1997,8 yrs.,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920
25040,IRIDIUM 41,3/21/2014,7155767.5,0.00021,0,86.4012,156.74,USA,Iridium Satellite LLC,Government/Commercial,Comms,776.00,779.00,689.00,11/9/1997,8 yrs.,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920
25041,IRIDIUM 40,7/13/2014,7155810.5,0.00021,0,86.3984,109.54,USA,Iridium Satellite LLC,Government/Commercial,Comms,776.00,779.00,689.00,11/9/1997,8 yrs.,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920
25042,IRIDIUM 39,3/26/2014,7155806.5,0.00021,0,86.4006,155.14,USA,Iridium Satellite LLC,Government/Commercial,Comms,776.00,779.00,689.00,11/9/1997,8 yrs.,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920
25077,IRIDIUM 42,3/7/2014,7155777,0.00021,0,86.4006,162.84,USA,Iridium Satellite LLC,Government/Commercial,Comms,776.00,779.00,689.00,12/8/1997,8 yrs.,Motorola Satellite Communications Group,USA,Taiyuan Launch Center,Long March 2C
25104,IRIDIUM 45,7/31/2014,7155837,0.00021,0,87.0297,343.82,USA,Iridium Satellite LLC,Government/Commercial,Comms,776.00,779.00,689.00,12/20/1997,8 yrs.,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920
25106,IRIDIUM 47,9/20/2014,7155817.5,0.00028,0,86.3956,314.18,USA,Iridium Satellite LLC,Government/Commercial,Comms,776.00,780.00,689.00,12/20/1997,8 yrs.,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920
25108,IRIDIUM 49,11/25/2012,7155831,0.00021,0,86.3968,231.69,USA,Iridium Satellite LLC,Government/Commercial,Comms,776.00,779.00,689.00,12/20/1997,8 yrs.,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920
25169,IRIDIUM 52,10/10/2012,7155846.5,0.00021,0,86.3977,345.47,USA,Iridium Satellite LLC,Government/Commercial,Comms,776.00,779.00,689.00,2/18/1998,8 yrs.,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920
